site_domain,imps,clicks,click_thru_pct,convs_rate,booked_revenue,post_view_convs,post_click_convs,media_cost,profit_ecpm
365thingsinhouston.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.002820,-2.820000000000000000000000
3a2ilati.com,11,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.020895,-1.899545454545454545455000
3aw.com.au,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001151,-1.151000000000000000000000
3dmodelfree.com,17,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.008730,-0.513529411764705882353000
3dnews.ru,42,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.109866,-2.615857142857142857143000
3dvf.com,2,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001370,-0.685000000000000000000000
3dxo.com,2,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.002960,-1.480000000000000000000000
3fatchicks.com,6,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.011394,-1.899000000000000000000000
3si.org,7,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.013290,-1.898571428571428571429000
3t1k.com,9,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.008990,-0.998888888888888888889000
4-designer.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.000420,-0.420000000000000000000000
4-you.net,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001298,-1.298000000000000000000000
400gb.com,2,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.003070,-1.535000000000000000000000
401kcalculator.org,11,0,0.000000000000000000%,0.000000000000000000,0.066000,0,0,0.038300,2.518181818181818181818000
401khelpcenter.com,45,0,0.000000000000000000%,0.000000000000000000,0.270000,0,0,0.118777,3.360511111111111111111000
40aprons.com,4,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.005266,-1.316500000000000000000000
41051.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001460,-1.460000000000000000000000
411.ca,3,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.004980,-1.660000000000000000000000
411.info,5,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.014560,-2.912000000000000000000000
419eater.com,4,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.004633,-1.158250000000000000000000
419scam.org,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.003420,-3.420000000000000000000000
41q.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.000950,-0.950000000000000000000000
4allpromos.com,2,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.004839,-2.419500000000000000000000
4closurefraud.org,5,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.011025,-2.205000000000000000000000
4over.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.002672,-2.672000000000000000000000
4photos.net,2,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.004370,-2.185000000000000000000000
4pics1word-answers.com,3,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001680,-0.560000000000000000000000
4praise.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.002510,-2.510000000000000000000000
4rbtv.com,42,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.050912,-1.212190476190476190476000
4teachers.org,6,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.008974,-1.495666666666666666667000
4tunate.net,2,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.006000,-3.000000000000000000000000
4vector.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.002955,-2.955000000000000000000000
4x4community.co.za,8,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.006990,-0.873750000000000000000000
4x4ham.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001500,-1.500000000000000000000000
50connect.co.uk,15,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.031331,-2.088733333333333333333000
50onred.com,260,0,0.000000000000000000%,0.003846153846153846,35.000000,1,0,0.301088,133.457353846153846153846000
51nyc.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.002630,-2.630000000000000000000000
55bbs.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.002260,-2.260000000000000000000000
55communityguide.com,2,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.005320,-2.660000000000000000000000
56.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001260,-1.260000000000000000000000
5chicago.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.002920,-2.920000000000000000000000
5giay.vn,9,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.009611,-1.067888888888888888889000
5thavenuemom.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001830,-1.830000000000000000000000
600rr.net,5,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.011590,-2.318000000000000000000000
626nightmarket.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001500,-1.500000000000000000000000
640toronto.com,11,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.034220,-3.110909090909090909091000
64px.com,73,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.046966,-0.643369863013698630137000
6677g.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001780,-1.780000000000000000000000
66pacific.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.000760,-0.760000000000000000000000
69glam.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.000473,-0.473000000000000000000000
69zw.com,4,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.004220,-1.055000000000000000000000
6abc.com,58,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.150723,-2.598672413793103448276000
6dollarshirts.com,35,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.053415,-1.526142857142857142857000
6park.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.000947,-0.947000000000000000000000
6pm.com,6,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.003750,-0.625000000000000000000000
79ideas.org,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001412,-1.412000000000000000000000
7areef.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.002100,-2.100000000000000000000000
7bje.com,5,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.002460,-0.492000000000000000000000
7gid.com,13,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.008260,-0.635384615384615384615000
7laki.net,10,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.003480,-0.348000000000000000000000
7news.gr,14,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.010580,-0.755714285714285714286000
7online.com,14,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.032941,-2.352928571428571428571000
7x7.com,1179,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.465448,-0.394782018659881255301000
80millionfreemovies.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001101,-1.101000000000000000000000
84thand3rd.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.002500,-2.500000000000000000000000
888media.net,3,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001339,-0.446333333333333333333000
88db.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.002567,-2.567000000000000000000000
8asians.com,2,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.002980,-1.490000000000000000000000
8newsnow.com,2,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.005727,-2.863500000000000000000000
8notes.com,2,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.003250,-1.625000000000000000000000
90minut.pl,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.000100,-0.100000000000000000000000
929nin.com,2,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001955,-0.977500000000000000000000
957fm.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.000660,-0.660000000000000000000000
972mag.com,5,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.004130,-0.826000000000000000000000
991wmyx.com,3,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.002487,-0.829000000000000000000000
9minecraft.net,9,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.020669,-2.296555555555555555556000
9ri9iba.ma,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001860,-1.860000000000000000000000
9to5mac.com,2,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.004460,-2.230000000000000000000000
9tv.co.il,4,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.006330,-1.582500000000000000000000
Undisclosed,324148,244,0.075274257437960438%,0.000074040253217666,645.128000,9,15,293.767023,1.083952321161938373829000
a-doctor-in-the-house.com,3,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.006300,-2.100000000000000000000000
a10.com,3,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.002610,-0.870000000000000000000000
a1feeds.com,0,0,0.000000000000000000%,1.000000000000000000,125.000000,1,0,0.000000,125000.000000000000000000000000
a2zhomeschooling.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001900,-1.900000000000000000000000
a2znewyear.com,3,0,0.000000000000000000%,0.333333333333333333,35.000000,1,0,0.003742,11665.419333333333333333333000
a2zwordfinder.com,61,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.087354,-1.432032786885245901639000
aa.com,1,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.001504,-1.504000000000000000000000
aa1car.com,7,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.015620,-2.231428571428571428571000
aaa.com,5,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.005151,-1.030200000000000000000000
aaccessmaps.com,2,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.004890,-2.445000000000000000000000
aafo.com,8,0,0.000000000000000000%,0.000000000000000000,0.000000,0,0,0.006480,-0.810000000000000000000000
